fold1,All
0.48,0.48
0.8275862068965517,0.8275862068965517
0.6075949367088608,0.6075949367088608
0.9,0.9
0.6338028169014085,0.6338028169014085
0.7438016528925621,0.7438016528925621
0.69,0.69
