label,prob
0.0,0.5001508593559265
0.0,0.5000864863395691
0.0,0.5002181529998779
0.0,0.4997901916503906
0.0,0.5001991391181946
0.0,0.4994739890098572
0.0,0.5031687617301941
0.0,0.499188095331192
0.0,0.5013015270233154
0.0,0.5368989109992981
0.0,0.49936532974243164
0.0,0.5017357468605042
0.0,0.5002621412277222
0.0,0.5018649697303772
0.0,0.5026904344558716
0.0,0.5024049878120422
0.0,0.4982975721359253
0.0,0.4996807873249054
0.0,0.49806898832321167
0.0,0.5012202858924866
0.0,0.5011237263679504
0.0,0.502151608467102
0.0,0.49887552857398987
0.0,0.5028419494628906
0.0,0.5203994512557983
0.0,0.49892884492874146
0.0,0.49994537234306335
0.0,0.6419229507446289
0.0,0.5015151500701904
0.0,0.5021024346351624
0.0,0.5022667050361633
0.0,0.5028045177459717
0.0,0.5039764642715454
0.0,0.5004714131355286
0.0,0.5008188486099243
0.0,0.5025127530097961
0.0,0.501446545124054
0.0,0.4997587502002716
0.0,0.5031980276107788
0.0,0.5014757513999939
0.0,0.501611590385437
0.0,0.7040743231773376
0.0,0.7350056767463684
0.0,0.6820142865180969
0.0,0.7442893385887146
0.0,0.5033589601516724
0.0,0.4973020553588867
0.0,0.5336953997612
0.0,0.772505521774292
0.0,0.49911409616470337
1.0,0.5001969337463379
1.0,0.5360770225524902
1.0,0.5014674663543701
1.0,0.4981743097305298
1.0,0.6093263626098633
1.0,0.49946558475494385
1.0,0.55748051404953
1.0,0.6554862856864929
1.0,0.5006700754165649
1.0,0.5033808946609497
1.0,0.5017337203025818
1.0,0.8847082257270813
1.0,0.5019130110740662
1.0,0.5027008652687073
1.0,0.5022345781326294
1.0,0.5028872489929199
1.0,0.5014277100563049
1.0,0.5007458329200745
1.0,0.501966655254364
1.0,0.49788403511047363
1.0,0.5016718506813049
1.0,0.6944568157196045
1.0,0.5010170340538025
1.0,0.5016437768936157
1.0,0.878536581993103
1.0,0.500322163105011
1.0,0.7030589580535889
1.0,0.5003818869590759
1.0,0.49971285462379456
1.0,0.5020239353179932
1.0,0.5765948295593262
1.0,0.5015697479248047
1.0,0.500094473361969
1.0,0.6534786820411682
1.0,0.5002990365028381
1.0,0.5032519102096558
1.0,0.5015174746513367
1.0,0.5650812983512878
1.0,0.502814531326294
1.0,0.6071668863296509
1.0,0.5004315376281738
1.0,0.5020793676376343
1.0,0.5001517534255981
1.0,0.5025319457054138
1.0,0.5015262365341187
1.0,0.5977994203567505
1.0,0.7025525569915771
1.0,0.5021883845329285
1.0,0.5024724006652832
1.0,0.502752959728241
