label,prob
0.0,0.9417120218276978
0.0,0.7464439868927002
0.0,0.9999451637268066
0.0,0.9970067143440247
0.0,0.9460443258285522
0.0,0.5008795857429504
0.0,0.9945090413093567
0.0,0.999735414981842
0.0,0.49928298592567444
0.0,0.9845607280731201
0.0,0.9999957084655762
0.0,0.9990792274475098
0.0,0.49998918175697327
0.0,0.9309934973716736
0.0,0.638096809387207
0.0,0.49701327085494995
0.0,0.9983717799186707
0.0,0.9886162877082825
0.0,0.8292596936225891
0.0,0.9999053478240967
1.0,0.6810970306396484
1.0,0.9945763349533081
1.0,0.9979742169380188
1.0,0.9969605803489685
1.0,0.9930481314659119
1.0,0.9999979734420776
1.0,0.9018446207046509
1.0,0.9963020086288452
1.0,0.939497709274292
1.0,0.9886515736579895
1.0,0.999817430973053
1.0,0.9999961853027344
1.0,0.9999569654464722
1.0,0.795479953289032
1.0,0.9956784844398499
1.0,0.9999704360961914
1.0,0.9994081258773804
1.0,0.932921290397644
1.0,0.500372588634491
1.0,0.5013960003852844
