fold1,fold2,fold3,fold4,fold5,All
0.85,0.6,0.15,0.9,0.5,0.6
0.7391304347826086,0.7058823529411765,1.0,0.6206896551724138,0.7692307692307693,0.7058823529411765
0.7906976744186046,0.6486486486486486,0.2608695652173913,0.7346938775510204,0.6060606060606061,0.6486486486486486
0.7,0.75,1.0,0.45,0.85,0.75
0.8235294117647058,0.6521739130434783,0.5405405405405406,0.8181818181818182,0.6296296296296297,0.6521739130434783
0.7567567567567567,0.6976744186046512,0.7017543859649124,0.5806451612903226,0.723404255319149,0.6976744186046512
0.775,0.675,0.575,0.675,0.675,0.675
