label,prob
0.0,0.5064544081687927
0.0,0.500343382358551
0.0,0.50557541847229
0.0,0.5072258710861206
0.0,0.4748312532901764
0.0,0.5033249258995056
0.0,0.49881789088249207
0.0,0.503308892250061
0.0,0.5073398351669312
0.0,0.504463791847229
0.0,0.5010210871696472
0.0,0.5039852261543274
0.0,0.49657848477363586
0.0,0.3906821012496948
0.0,0.5080889463424683
0.0,0.495447039604187
0.0,0.497624009847641
0.0,0.49732327461242676
0.0,0.5050533413887024
0.0,0.5010440349578857
1.0,0.5051899552345276
1.0,0.5090927481651306
1.0,0.5029696822166443
1.0,0.5011746883392334
1.0,0.5106220841407776
1.0,0.5092711448669434
1.0,0.5062312483787537
1.0,0.5085022449493408
1.0,0.22569632530212402
1.0,0.5105586051940918
1.0,0.5009153485298157
1.0,0.5019700527191162
1.0,0.5057747960090637
1.0,0.5025327801704407
1.0,0.5054100751876831
1.0,0.498953253030777
1.0,0.5040525197982788
1.0,0.5056565403938293
1.0,0.5098211765289307
1.0,0.5070554614067078
