label,prob
0.0,0.5096971392631531
0.0,0.5215262174606323
0.0,0.6545788645744324
0.0,0.5091211199760437
0.0,0.5102258920669556
0.0,0.5098459124565125
0.0,0.511238694190979
0.0,0.6055313348770142
0.0,0.5103372931480408
0.0,0.5718033313751221
0.0,0.6246556639671326
0.0,0.5540024638175964
0.0,0.5083938241004944
0.0,0.5103226900100708
0.0,0.5146336555480957
0.0,0.5093857049942017
0.0,0.5684780478477478
0.0,0.5088436603546143
0.0,0.5080990791320801
0.0,0.5673969984054565
1.0,0.5092142224311829
1.0,0.5094619989395142
1.0,0.5079290270805359
1.0,0.5137659311294556
1.0,0.5910094976425171
1.0,0.545986533164978
1.0,0.510122537612915
1.0,0.5620229244232178
1.0,0.5097928643226624
1.0,0.5082532167434692
1.0,0.560321569442749
1.0,0.6664697527885437
1.0,0.5496344566345215
1.0,0.5091413855552673
1.0,0.5442912578582764
1.0,0.5427674055099487
1.0,0.509597897529602
1.0,0.5580712556838989
1.0,0.5089535117149353
1.0,0.5100969076156616
